,accession,tax_id,organism_name,download_url
529,GCF_029318685.1,588581,Ruminiclostridium papyrosolvens DSM 2782,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_029318685.1/download?include_annotation_type=GENOME_FASTA&filename=Ruminiclostridium_papyrosolvens_DSM_2782.zip
530,GCF_002006355.2,1121310,Clostridium felsineum DSM 794,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002006355.2/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_felsineum_DSM_794.zip
531,GCF_000731315.1,1028800,Neorhizobium galegae bv. orientalis str. HAMBI 540,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000731315.1/download?include_annotation_type=GENOME_FASTA&filename=Neorhizobium_galegae_bv._orientalis_str._HAMBI_540.zip
532,GCF_000092225.1,521096,Tsukamurella paurometabola DSM 20162,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000092225.1/download?include_annotation_type=GENOME_FASTA&filename=Tsukamurella_paurometabola_DSM_20162.zip
533,GCF_001277195.1,1159613,Cronobacter muytjensii ATCC 51329,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001277195.1/download?include_annotation_type=GENOME_FASTA&filename=Cronobacter_muytjensii_ATCC_51329.zip
534,GCF_000025965.1,76114,Aromatoleum aromaticum EbN1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000025965.1/download?include_annotation_type=GENOME_FASTA&filename=Aromatoleum_aromaticum_EbN1.zip
535,GCF_000215705.1,365046,Ramlibacter tataouinensis TTB310,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000215705.1/download?include_annotation_type=GENOME_FASTA&filename=Ramlibacter_tataouinensis_TTB310.zip
536,GCF_000022065.1,394503,Ruminiclostridium cellulolyticum H10,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000022065.1/download?include_annotation_type=GENOME_FASTA&filename=Ruminiclostridium_cellulolyticum_H10.zip
537,GCF_000214375.1,545694,Treponema primitia ZAS-2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000214375.1/download?include_annotation_type=GENOME_FASTA&filename=Treponema_primitia_ZAS-2.zip
538,GCF_000238395.3,1117313,Pseudoalteromonas arctica A 37-1-2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000238395.3/download?include_annotation_type=GENOME_FASTA&filename=Pseudoalteromonas_arctica_A_37-1-2.zip
539,GCF_000144605.1,633149,Brevundimonas subvibrioides ATCC 15264,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000144605.1/download?include_annotation_type=GENOME_FASTA&filename=Brevundimonas_subvibrioides_ATCC_15264.zip
540,GCF_000568815.1,1150621,Sulfurospirillum multivorans DSM 12446,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000568815.1/download?include_annotation_type=GENOME_FASTA&filename=Sulfurospirillum_multivorans_DSM_12446.zip
541,GCF_000018885.1,288705,Renibacterium salmoninarum ATCC 33209,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000018885.1/download?include_annotation_type=GENOME_FASTA&filename=Renibacterium_salmoninarum_ATCC_33209.zip
542,GCF_000093025.1,666681,Methylotenera versatilis 301,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000093025.1/download?include_annotation_type=GENOME_FASTA&filename=Methylotenera_versatilis_301.zip
543,GCF_000016545.1,351627,Caldicellulosiruptor saccharolyticus DSM 8903,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016545.1/download?include_annotation_type=GENOME_FASTA&filename=Caldicellulosiruptor_saccharolyticus_DSM_8903.zip
544,GCF_000024185.1,634498,Methanobrevibacter ruminantium M1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000024185.1/download?include_annotation_type=GENOME_FASTA&filename=Methanobrevibacter_ruminantium_M1.zip
545,GCF_000014725.1,335541,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000014725.1/download?include_annotation_type=GENOME_FASTA&filename=Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311.zip
546,GCF_024181585.1,69713,Treponema socranskii subsp. buccale,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024181585.1/download?include_annotation_type=GENOME_FASTA&filename=Treponema_socranskii_subsp._buccale.zip
547,GCF_002951835.1,641147,Simonsiella muelleri ATCC 29453,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002951835.1/download?include_annotation_type=GENOME_FASTA&filename=Simonsiella_muelleri_ATCC_29453.zip
548,GCF_026000775.1,1293586,Vulcanisaeta souniana JCM 11219,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_026000775.1/download?include_annotation_type=GENOME_FASTA&filename=Vulcanisaeta_souniana_JCM_11219.zip
549,GCF_000023325.1,521045,Kosmotoga olearia TBF 19.5.1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000023325.1/download?include_annotation_type=GENOME_FASTA&filename=Kosmotoga_olearia_TBF_19.5.1.zip
550,GCF_000146185.1,515620,[Eubacterium] eligens ATCC 27750,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000146185.1/download?include_annotation_type=GENOME_FASTA&filename=[Eubacterium]_eligens_ATCC_27750.zip
551,GCF_000016845.1,444178,Brucella ovis ATCC 25840,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016845.1/download?include_annotation_type=GENOME_FASTA&filename=Brucella_ovis_ATCC_25840.zip
552,GCF_000143845.1,633147,Olsenella uli DSM 7084,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143845.1/download?include_annotation_type=GENOME_FASTA&filename=Olsenella_uli_DSM_7084.zip
553,GCF_000151105.2,391623,Thermococcus barophilus MP,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000151105.2/download?include_annotation_type=GENOME_FASTA&filename=Thermococcus_barophilus_MP.zip
554,GCF_000163895.2,546269,Filifactor alocis ATCC 35896,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000163895.2/download?include_annotation_type=GENOME_FASTA&filename=Filifactor_alocis_ATCC_35896.zip
555,GCF_000144405.1,553174,Prevotella melaninogenica ATCC 25845,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000144405.1/download?include_annotation_type=GENOME_FASTA&filename=Prevotella_melaninogenica_ATCC_25845.zip
556,GCF_000195935.2,272844,Pyrococcus abyssi GE5,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000195935.2/download?include_annotation_type=GENOME_FASTA&filename=Pyrococcus_abyssi_GE5.zip
557,GCF_900660615.1,2116,Malacoplasma iowae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900660615.1/download?include_annotation_type=GENOME_FASTA&filename=Malacoplasma_iowae.zip
558,GCF_000166935.1,272951,Rickettsia sibirica 246,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000166935.1/download?include_annotation_type=GENOME_FASTA&filename=Rickettsia_sibirica_246.zip
559,GCF_000200735.1,941640,Mycoplasma haemofelis str. Langford 1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000200735.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasma_haemofelis_str._Langford_1.zip
560,GCF_001302585.1,860235,Kibdelosporangium phytohabitans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001302585.1/download?include_annotation_type=GENOME_FASTA&filename=Kibdelosporangium_phytohabitans.zip
561,GCF_025264705.1,35754,Dactylosporangium aurantiacum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_025264705.1/download?include_annotation_type=GENOME_FASTA&filename=Dactylosporangium_aurantiacum.zip
562,GCF_001542625.1,68214,Streptomyces griseochromogenes,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001542625.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_griseochromogenes.zip
563,GCF_000737325.1,927083,Sandaracinus amylolyticus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000737325.1/download?include_annotation_type=GENOME_FASTA&filename=Sandaracinus_amylolyticus.zip
564,GCF_027626975.1,1920,Streptomyces nigrescens,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_027626975.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_nigrescens.zip
565,GCF_017639205.1,66374,Streptomyces nojiriensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_017639205.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_nojiriensis.zip
566,GCF_010119975.1,2704465,Rhodocytophaga rosea,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010119975.1/download?include_annotation_type=GENOME_FASTA&filename=Rhodocytophaga_rosea.zip
567,GCF_000732925.1,208439,Amycolatopsis japonica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000732925.1/download?include_annotation_type=GENOME_FASTA&filename=Amycolatopsis_japonica.zip
568,GCF_021044685.1,993502,Bradyrhizobium daqingense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_021044685.1/download?include_annotation_type=GENOME_FASTA&filename=Bradyrhizobium_daqingense.zip
569,GCF_001013905.1,1437453,Streptomyces leeuwenhoekii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001013905.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_leeuwenhoekii.zip
570,GCF_002355595.1,477680,Filimonas lacunae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002355595.1/download?include_annotation_type=GENOME_FASTA&filename=Filimonas_lacunae.zip
571,GCF_002157835.1,482462,Mycobacterium dioxanotrophicus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002157835.1/download?include_annotation_type=GENOME_FASTA&filename=Mycobacterium_dioxanotrophicus.zip
572,GCF_009299385.1,67260,Streptomyces cinereoruber,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009299385.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_cinereoruber.zip
573,GCF_004114975.1,1325090,Bradyrhizobium guangdongense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004114975.1/download?include_annotation_type=GENOME_FASTA&filename=Bradyrhizobium_guangdongense.zip
574,GCF_002752675.1,2045208,Massilia violaceinigra,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002752675.1/download?include_annotation_type=GENOME_FASTA&filename=Massilia_violaceinigra.zip
575,GCF_024296925.1,2961896,Pseudomonas nunensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024296925.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_nunensis.zip
576,GCF_003097515.1,2174846,Streptomyces tirandamycinicus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003097515.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_tirandamycinicus.zip
577,GCF_026642255.1,1323731,Streptomonospora nanhaiensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_026642255.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomonospora_nanhaiensis.zip
578,GCF_003122365.1,1690221,Streptomyces spongiicola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003122365.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_spongiicola.zip
579,GCF_013170785.1,1777867,Mesorhizobium jarvisii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013170785.1/download?include_annotation_type=GENOME_FASTA&filename=Mesorhizobium_jarvisii.zip
580,GCF_002240355.1,530584,Prauserella marina,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002240355.1/download?include_annotation_type=GENOME_FASTA&filename=Prauserella_marina.zip
581,GCF_001661075.1,1853130,Pseudomonas silesiensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001661075.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_silesiensis.zip
582,GCF_022370755.2,134601,Mycolicibacterium goodii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022370755.2/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_goodii.zip
583,GCF_004786035.1,2505979,Pseudomonas viciae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004786035.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_viciae.zip
584,GCF_002234535.1,1470176,Actinoalloteichus hoggarensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002234535.1/download?include_annotation_type=GENOME_FASTA&filename=Actinoalloteichus_hoggarensis.zip
585,GCF_018398935.1,1123043,Telmatocola sphagniphila,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018398935.1/download?include_annotation_type=GENOME_FASTA&filename=Telmatocola_sphagniphila.zip
586,GCF_937425535.1,504468,Rhodovastum atsumiense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_937425535.1/download?include_annotation_type=GENOME_FASTA&filename=Rhodovastum_atsumiense.zip
587,GCF_001594225.2,1785145,Pseudomonas glycinae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001594225.2/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_glycinae.zip
588,GCF_002162375.1,141451,Oleiphilus messinensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002162375.1/download?include_annotation_type=GENOME_FASTA&filename=Oleiphilus_messinensis.zip
589,GCF_001741865.1,1526658,Bosea vaviloviae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001741865.1/download?include_annotation_type=GENOME_FASTA&filename=Bosea_vaviloviae.zip
590,GCF_002355435.1,1550579,Mucilaginibacter gotjawali,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002355435.1/download?include_annotation_type=GENOME_FASTA&filename=Mucilaginibacter_gotjawali.zip
591,GCF_001747425.1,340345,Actinoalloteichus hymeniacidonis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001747425.1/download?include_annotation_type=GENOME_FASTA&filename=Actinoalloteichus_hymeniacidonis.zip
592,GCF_010726085.1,39691,Mycolicibacterium moriokaense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010726085.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_moriokaense.zip
593,GCF_001465545.3,93219,Pandoraea norimbergensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001465545.3/download?include_annotation_type=GENOME_FASTA&filename=Pandoraea_norimbergensis.zip
594,GCF_003584645.1,1432792,Methylocaldum marinum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003584645.1/download?include_annotation_type=GENOME_FASTA&filename=Methylocaldum_marinum.zip
595,GCF_008807375.1,2604832,Pseudomonas lalkuanensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008807375.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_lalkuanensis.zip
596,GCF_014268455.2,2745512,Pseudomonas shahriarae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014268455.2/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_shahriarae.zip
597,GCF_900637195.1,1791,Mycolicibacterium aurum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900637195.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_aurum.zip
598,GCF_010729105.1,220927,Mycobacterium saskatchewanense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010729105.1/download?include_annotation_type=GENOME_FASTA&filename=Mycobacterium_saskatchewanense.zip
599,GCF_002119765.1,1235591,Pseudorhodoplanes sinuspersici,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002119765.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudorhodoplanes_sinuspersici.zip
600,GCF_010728925.1,1794,Mycolicibacterium gadium,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010728925.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_gadium.zip
601,GCF_003143515.1,945844,Massilia oculi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003143515.1/download?include_annotation_type=GENOME_FASTA&filename=Massilia_oculi.zip
602,GCF_001988955.1,1178516,Spirosoma montaniterrae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001988955.1/download?include_annotation_type=GENOME_FASTA&filename=Spirosoma_montaniterrae.zip
603,GCF_000968375.1,1548,Clostridium scatologenes,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000968375.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_scatologenes.zip
604,GCF_010977555.1,2010972,Caulobacter rhizosphaerae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010977555.1/download?include_annotation_type=GENOME_FASTA&filename=Caulobacter_rhizosphaerae.zip
605,GCF_026651875.1,392011,Alicyclobacillus fastidiosus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_026651875.1/download?include_annotation_type=GENOME_FASTA&filename=Alicyclobacillus_fastidiosus.zip
606,GCF_003096175.1,332101,Clostridium drakei,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003096175.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_drakei.zip
607,GCF_003722335.1,1679497,Caulobacter flavus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003722335.1/download?include_annotation_type=GENOME_FASTA&filename=Caulobacter_flavus.zip
608,GCF_008329645.1,1552759,Mycobacterium grossiae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008329645.1/download?include_annotation_type=GENOME_FASTA&filename=Mycobacterium_grossiae.zip
609,GCF_000972785.3,573737,Pandoraea oxalativorans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000972785.3/download?include_annotation_type=GENOME_FASTA&filename=Pandoraea_oxalativorans.zip
610,GCF_002291425.1,929813,Gibbsiella quercinecans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002291425.1/download?include_annotation_type=GENOME_FASTA&filename=Gibbsiella_quercinecans.zip
611,GCF_019797865.1,1437009,Chenggangzhangella methanolivorans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019797865.1/download?include_annotation_type=GENOME_FASTA&filename=Chenggangzhangella_methanolivorans.zip
612,GCF_004358345.1,342950,Parashewanella spongiae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004358345.1/download?include_annotation_type=GENOME_FASTA&filename=Parashewanella_spongiae.zip
613,GCF_000973725.1,400092,Pontibacter korlensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000973725.1/download?include_annotation_type=GENOME_FASTA&filename=Pontibacter_korlensis.zip
614,GCF_003574835.2,483545,Thermobifida halotolerans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003574835.2/download?include_annotation_type=GENOME_FASTA&filename=Thermobifida_halotolerans.zip
615,GCF_014218335.1,433286,Anaerocolumna cellulosilytica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014218335.1/download?include_annotation_type=GENOME_FASTA&filename=Anaerocolumna_cellulosilytica.zip
616,GCF_017894385.1,76116,Aromatoleum petrolei,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_017894385.1/download?include_annotation_type=GENOME_FASTA&filename=Aromatoleum_petrolei.zip
617,GCF_024734075.1,2665643,Gordonia mangrovi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024734075.1/download?include_annotation_type=GENOME_FASTA&filename=Gordonia_mangrovi.zip
618,GCF_001421015.2,1616788,Paenibacillus bovis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001421015.2/download?include_annotation_type=GENOME_FASTA&filename=Paenibacillus_bovis.zip
619,GCF_019645855.1,1780,Mycobacterium malmoense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019645855.1/download?include_annotation_type=GENOME_FASTA&filename=Mycobacterium_malmoense.zip
620,GCF_000522985.1,861299,Gemmatirosa kalamazoonensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000522985.1/download?include_annotation_type=GENOME_FASTA&filename=Gemmatirosa_kalamazoonensis.zip
621,GCF_002263515.1,414996,Actinopolyspora erythraea,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002263515.1/download?include_annotation_type=GENOME_FASTA&filename=Actinopolyspora_erythraea.zip
622,GCF_001029105.3,656179,Pandoraea faecigallinarum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001029105.3/download?include_annotation_type=GENOME_FASTA&filename=Pandoraea_faecigallinarum.zip
623,GCF_018736045.1,367791,Flammeovirga yaeyamensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018736045.1/download?include_annotation_type=GENOME_FASTA&filename=Flammeovirga_yaeyamensis.zip
624,GCF_019645815.1,512402,Mycolicibacter heraklionensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019645815.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacter_heraklionensis.zip
625,GCF_002075795.1,93973,Shewanella japonica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002075795.1/download?include_annotation_type=GENOME_FASTA&filename=Shewanella_japonica.zip
626,GCF_001640025.1,796027,Sugiyamaella lignohabitans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001640025.1/download?include_annotation_type=GENOME_FASTA&filename=Sugiyamaella_lignohabitans.zip
627,GCF_019047765.1,1563222,Citrobacter pasteurii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019047765.1/download?include_annotation_type=GENOME_FASTA&filename=Citrobacter_pasteurii.zip
628,GCF_020181655.1,2878098,Pectobacterium colocasium,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_020181655.1/download?include_annotation_type=GENOME_FASTA&filename=Pectobacterium_colocasium.zip
629,GCF_023208015.1,53522,Thermobifida alba,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_023208015.1/download?include_annotation_type=GENOME_FASTA&filename=Thermobifida_alba.zip
630,GCF_002201795.1,889453,Alkalitalea saponilacus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002201795.1/download?include_annotation_type=GENOME_FASTA&filename=Alkalitalea_saponilacus.zip
631,GCF_014236795.1,56464,Xanthomonas theicola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_014236795.1/download?include_annotation_type=GENOME_FASTA&filename=Xanthomonas_theicola.zip
632,GCF_000695095.2,1379270,Gemmatimonas phototrophica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000695095.2/download?include_annotation_type=GENOME_FASTA&filename=Gemmatimonas_phototrophica.zip
633,GCF_001611675.1,388950,Pontibacter akesuensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001611675.1/download?include_annotation_type=GENOME_FASTA&filename=Pontibacter_akesuensis.zip
634,GCF_016801025.1,1335043,Paradevosia shaoguanensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016801025.1/download?include_annotation_type=GENOME_FASTA&filename=Paradevosia_shaoguanensis.zip
635,GCF_011068285.1,2698672,Allomuricauda oceani,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_011068285.1/download?include_annotation_type=GENOME_FASTA&filename=Allomuricauda_oceani.zip
636,GCF_019670005.1,1760988,Methylomagnum ishizawai,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019670005.1/download?include_annotation_type=GENOME_FASTA&filename=Methylomagnum_ishizawai.zip
637,GCF_001273775.1,42253,Nitrospira moscoviensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001273775.1/download?include_annotation_type=GENOME_FASTA&filename=Nitrospira_moscoviensis.zip
638,GCF_002080475.1,1497,Clostridium formicaceticum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002080475.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_formicaceticum.zip
639,GCF_002355335.1,1333996,Variibacter gotjawalensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002355335.1/download?include_annotation_type=GENOME_FASTA&filename=Variibacter_gotjawalensis.zip
640,GCF_028532485.1,467976,Iamia majanohamensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_028532485.1/download?include_annotation_type=GENOME_FASTA&filename=Iamia_majanohamensis.zip
641,GCF_900637545.1,73010,Aeromonas encheleia,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900637545.1/download?include_annotation_type=GENOME_FASTA&filename=Aeromonas_encheleia.zip
642,GCF_003368325.1,1761016,Paraburkholderia caffeinilytica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003368325.1/download?include_annotation_type=GENOME_FASTA&filename=Paraburkholderia_caffeinilytica.zip
643,GCF_000819565.1,1208324,Celeribacter indicus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000819565.1/download?include_annotation_type=GENOME_FASTA&filename=Celeribacter_indicus.zip
644,GCF_017357225.1,1138190,Rhizobium binae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_017357225.1/download?include_annotation_type=GENOME_FASTA&filename=Rhizobium_binae.zip
645,GCF_002285635.2,558152,Chryseobacterium piperi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002285635.2/download?include_annotation_type=GENOME_FASTA&filename=Chryseobacterium_piperi.zip
646,GCF_009176645.1,2478464,Enterobacter oligotrophicus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009176645.1/download?include_annotation_type=GENOME_FASTA&filename=Enterobacter_oligotrophicus.zip
647,GCF_001017775.3,445709,Pandoraea thiooxydans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001017775.3/download?include_annotation_type=GENOME_FASTA&filename=Pandoraea_thiooxydans.zip
648,GCF_021029445.1,2906062,Pseudomonas wenzhouensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_021029445.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_wenzhouensis.zip
